Id,age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-net,hours-per-week,native-country,target
12280,29, Local-gov,219906,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,25, United-States,1
12281,24, Private,122234,10, Never-married, Adm-clerical, Not-in-family, Black, Female,0,20, ?,0
12282,55, Private,158641,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,40, United-States,0
12283,28, Private,239539,9, Married-spouse-absent, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,40, Philippines,0
12284,46, Local-gov,102308,9, Never-married, Craft-repair, Own-child, White, Male,0,40, United-States,0
12285,38, Private,186934,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,40, United-States,0
12286,29, Private,234447,10, Divorced, Adm-clerical, Not-in-family, Black, Female,0,40, United-States,0
12287,35, Private,125933,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,50, United-States,1
12288,29, Private,142760,9, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,40, United-States,0
12289,41, State-gov,309056,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,50, United-States,1
12290,40, Self-emp-not-inc,48859,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,32, United-States,0
12291,30, Private,110594,9, Divorced, Adm-clerical, Own-child, White, Female,0,40, United-States,0
12292,72, Private,426562,7, Divorced, Other-service, Not-in-family, Black, Female,0,35, United-States,0
12293,17, Private,169037,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,40, United-States,0
12294,46, Self-emp-inc,123075,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,70, United-States,0
12295,38, Private,195744,13, Never-married, Other-service, Not-in-family, White, Male,0,48, United-States,0
12296,36, Private,81896,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,45, United-States,0
12297,24, Self-emp-not-inc,172047,12, Never-married, Craft-repair, Own-child, White, Male,0,40, United-States,0
12298,28, Private,253814,9, Divorced, Other-service, Unmarried, White, Female,0,35, United-States,0
12299,28, Private,66473,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,40, United-States,0
12300,60, ?,56248,9, Married-civ-spouse, ?, Husband, White, Male,-1485,70, United-States,1
12301,42, Local-gov,271521,10, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,40, United-States,1
12302,48, Private,265295,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,40, United-States,1
12303,37, Self-emp-not-inc,174308,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,0
12304,32, Private,196342,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,40, United-States,1
12305,55, Private,223594,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,7688,40, Puerto-Rico,1
12306,30, Private,149787,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,40, United-States,0
12307,68, Private,124686,4, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,10, United-States,0
12308,45, Private,50163,9, Divorced, Other-service, Not-in-family, White, Female,0,30, United-States,0
12309,26, Private,175789,9, Divorced, Handlers-cleaners, Own-child, White, Female,0,40, United-States,0
12310,22, Private,218215,10, Never-married, Exec-managerial, Own-child, White, Female,0,40, United-States,0
12311,22, Private,166371,10, Never-married, Craft-repair, Own-child, White, Male,0,40, United-States,0
12312,36, Private,169469,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,40, United-States,1
12313,52, Private,145081,4, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,40, United-States,0
12314,68, Private,214521,15, Widowed, Prof-specialty, Unmarried, White, Female,0,16, United-States,0
12315,26, Local-gov,287233,13, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,40, United-States,1
12316,52, Private,201310,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,40, ?,0
12317,46, Self-emp-not-inc,197836,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,-1672,50, United-States,0
12318,53, Private,158294,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,40, United-States,1
12319,17, Private,127366,7, Never-married, Sales, Own-child, White, Female,0,8, United-States,0
12320,29, Private,203697,13, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,75, United-States,0
12321,41, Private,168730,10, Married-civ-spouse, Sales, Husband, White, Male,0,50, United-States,1
12322,45, Private,165232,10, Divorced, Tech-support, Not-in-family, Black, Female,0,40, Trinadad&Tobago,0
12323,57, Private,175942,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,50, United-States,1
12324,30, Federal-gov,356689,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,30, Japan,0
12325,46, Private,132912,9, Married-civ-spouse, Sales, Husband, White, Male,0,45, United-States,1
12326,45, Private,187226,12, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,40, United-States,0
12327,59, ?,254765,10, Married-civ-spouse, ?, Husband, White, Male,0,40, United-States,1
12328,40, Private,202565,12, Married-civ-spouse, Sales, Husband, White, Male,0,52, United-States,0
12329,38, State-gov,103925,9, Divorced, Other-service, Unmarried, White, Female,2036,20, United-States,0
12330,22, Private,112164,10, Never-married, Exec-managerial, Own-child, White, Female,0,40, ?,0
12331,59, Self-emp-not-inc,70623,4, Married-civ-spouse, Sales, Husband, White, Male,0,85, United-States,0
12332,36, Private,102729,10, Never-married, Craft-repair, Not-in-family, White, Male,0,40, United-States,0
12333,40, Private,558944,4, Never-married, Farming-fishing, Own-child, White, Male,0,40, United-States,0
12334,18, Private,256967,6, Never-married, Sales, Other-relative, Black, Female,0,40, United-States,0
12335,62, ?,144583,9, Married-civ-spouse, ?, Husband, White, Male,0,40, United-States,0
12336,63, Private,102412,9, Divorced, Sales, Not-in-family, White, Female,0,40, United-States,0
12337,29, Private,159788,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,80, United-States,0
12338,27, Private,55743,13, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,45, United-States,1
12339,47, State-gov,148171,16, Divorced, Prof-specialty, Unmarried, White, Male,0,50, France,1
12340,20, Local-gov,271354,9, Never-married, Adm-clerical, Own-child, White, Male,0,40, United-States,0
12341,48, Private,98524,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,45, United-States,0
12342,29, Private,272913,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,30, Mexico,0
12343,22, Private,324445,9, Never-married, Tech-support, Not-in-family, White, Female,0,40, United-States,0
12344,42, Private,155469,12, Widowed, Tech-support, Unmarried, White, Female,0,24, United-States,0
12345,36, Private,102945,11, Divorced, Craft-repair, Not-in-family, White, Male,0,40, United-States,0
12346,60, Private,291904,6, Divorced, Other-service, Not-in-family, Black, Female,0,40, United-States,0
12347,41, Federal-gov,186601,9, Separated, Exec-managerial, Not-in-family, Black, Female,0,40, United-States,0
12348,43, Private,172401,9, Married-civ-spouse, Sales, Husband, White, Male,0,40, United-States,1
12349,33, Private,193285,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,38, United-States,1
12350,34, Private,176244,4, Married-civ-spouse, Other-service, Wife, White, Female,0,40, United-States,0
12351,32, Private,117779,9, Never-married, Transport-moving, Own-child, White, Female,0,35, United-States,0
12352,22, ?,34616,10, Never-married, ?, Own-child, White, Female,0,20, United-States,0
12353,52, Private,169182,5, Widowed, Other-service, Not-in-family, White, Female,0,25, Puerto-Rico,0
12354,27, Private,180758,12, Never-married, Sales, Not-in-family, White, Male,0,40, United-States,0
12355,60, Local-gov,141637,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,40, United-States,1
12356,41, Self-emp-not-inc,169023,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,7688,40, United-States,1
12357,34, Self-emp-not-inc,101266,13, Never-married, Sales, Not-in-family, White, Male,0,62, United-States,0
12358,30, Private,164190,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,40, United-States,1
12359,35, Private,142282,10, Separated, Other-service, Unmarried, White, Female,0,25, United-States,0
12360,39, Federal-gov,103984,13, Divorced, Exec-managerial, Unmarried, Black, Female,0,40, United-States,0
12361,64, Private,187601,10, Widowed, Adm-clerical, Not-in-family, White, Female,0,40, United-States,0
12362,17, Self-emp-not-inc,36218,7, Never-married, Farming-fishing, Own-child, White, Male,0,20, United-States,0
12363,29, State-gov,106334,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,40, ?,0
12364,37, Local-gov,249392,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,40, United-States,1
12365,43, Self-emp-not-inc,110355,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,45, United-States,0
12366,30, Self-emp-not-inc,117944,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,25, United-States,0
12367,17, Private,163836,6, Never-married, Sales, Own-child, White, Female,0,12, United-States,0
12368,29, Private,145592,9, Never-married, Craft-repair, Not-in-family, White, Male,0,40, Guatemala,0
12369,24, Private,108495,10, Never-married, Adm-clerical, Own-child, White, Male,0,40, India,0
12370,27, Self-emp-not-inc,212041,13, Never-married, Sales, Not-in-family, White, Male,0,50, United-States,0
12371,69, Self-emp-inc,182451,13, Separated, Exec-managerial, Not-in-family, White, Male,0,40, United-States,0
12372,30, Private,124020,9, Married-spouse-absent, Adm-clerical, Not-in-family, White, Male,0,40, United-States,0
12373,29, Private,199116,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,40, Puerto-Rico,0
12374,17, ?,144114,6, Never-married, ?, Own-child, White, Male,0,40, United-States,0
12375,61, Private,107438,4, Married-civ-spouse, Transport-moving, Husband, Black, Male,-1651,40, United-States,0
12376,70, Private,405362,4, Widowed, Other-service, Unmarried, Black, Female,0,38, United-States,0
12377,32, Private,175856,13, Married-civ-spouse, Tech-support, Husband, White, Male,-1902,40, United-States,1
12378,21, ?,262241,9, Never-married, ?, Other-relative, White, Male,0,40, United-States,0
12379,27, Self-emp-not-inc,420054,9, Never-married, Craft-repair, Unmarried, White, Male,9562,50, United-States,1
12380,27, Private,86681,13, Never-married, Other-service, Not-in-family, White, Female,0,40, United-States,0
12381,19, Private,187161,10, Never-married, Sales, Own-child, White, Female,0,25, United-States,0
12382,44, State-gov,691903,14, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,60, United-States,1
12383,36, Private,219483,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,40, United-States,0
12384,45, Private,199058,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,50, United-States,1
12385,29, Private,192010,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,60, Poland,0
12386,34, Federal-gov,419691,13, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,54, United-States,1
12387,28, Local-gov,356089,13, Never-married, Prof-specialty, Other-relative, White, Male,0,50, United-States,0
12388,34, Private,684015,3, Never-married, Handlers-cleaners, Own-child, White, Male,0,40, El-Salvador,0
12389,18, Private,36882,9, Never-married, Adm-clerical, Own-child, White, Female,0,20, United-States,0
12390,39, Private,203180,10, Divorced, Farming-fishing, Unmarried, White, Female,0,45, United-States,0
12391,34, Private,183811,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,40, United-States,0
12392,35, Local-gov,103966,14, Divorced, Adm-clerical, Unmarried, White, Female,0,41, United-States,0
12393,24, Private,304602,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,40, United-States,0
12394,41, Private,57233,13, Married-civ-spouse, Sales, Husband, White, Male,0,70, United-States,0
12395,50, State-gov,289207,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,-1902,45, United-States,1
12396,68, Private,224019,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,30, United-States,0
12397,35, Private,267966,7, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,50, United-States,0
12398,47, Private,214800,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,40, United-States,0
12399,43, Local-gov,241528,14, Divorced, Prof-specialty, Unmarried, White, Female,0,40, United-States,0
12400,35, Private,197365,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,40, United-States,0
12401,34, Private,296724,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,17, United-States,0
12402,26, Private,136226,9, Never-married, Craft-repair, Own-child, White, Male,0,40, United-States,0
12403,50, Private,40623,10, Divorced, Sales, Not-in-family, White, Female,0,40, United-States,0
12404,22, Private,264874,9, Never-married, Craft-repair, Own-child, White, Female,0,40, United-States,0
12405,20, Private,112847,9, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,40, United-States,0
12406,18, ?,236090,9, Never-married, ?, Own-child, White, Female,0,40, United-States,0
12407,52, Self-emp-not-inc,89028,9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,40, United-States,0
12408,71, State-gov,210673,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,28, United-States,0
12409,55, Private,60193,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,40, United-States,0
12410,17, Private,216137,7, Never-married, Sales, Own-child, White, Female,0,8, United-States,0
12411,36, Private,139743,10, Widowed, Prof-specialty, Own-child, White, Female,0,40, United-States,0
12412,25, ?,32276,13, Married-civ-spouse, ?, Husband, White, Male,0,40, United-States,0
12413,39, Local-gov,423605,8, Married-civ-spouse, Transport-moving, Husband, White, Male,-1848,40, Nicaragua,1
12414,27, Private,298871,13, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,40, Philippines,0
12415,42, Private,318255,9, Divorced, Adm-clerical, Unmarried, White, Female,0,40, United-States,0
12416,22, Private,347867,9, Married-spouse-absent, Sales, Not-in-family, White, Male,-1719,40, United-States,0
12417,57, Private,279636,11, Never-married, Craft-repair, Not-in-family, White, Male,0,40, United-States,1
12418,34, Private,405386,10, Never-married, Craft-repair, Not-in-family, Black, Male,0,28, United-States,0
12419,31, Private,297188,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,60, United-States,0
12420,24, Private,182342,13, Never-married, Sales, Own-child, White, Male,0,40, United-States,0
12421,41, Self-emp-not-inc,229148,9, Never-married, Other-service, Not-in-family, Black, Male,0,60, Jamaica,0
12422,30, Private,189620,10, Divorced, Prof-specialty, Not-in-family, White, Female,6849,40, England,0
12423,17, Private,413557,7, Never-married, Adm-clerical, Own-child, White, Female,0,32, United-States,0
12424,26, Self-emp-inc,246025,9, Separated, Sales, Unmarried, White, Female,0,20, Honduras,0
